dm2    sintheta    -2ln(L)
3.46689 0.00032704 211.892
3.64003 0.00032704 212.129
3.8218 0.00032704 212.341
4.01266 0.00032704 212.53
4.21305 0.00032704 212.703
4.42344 0.00032704 212.875
4.64435 0.00032704 213.049
4.87628 0.00032704 213.207
5.11979 0.00032704 213.314
5.37547 0.00032704 213.332
5.64392 0.00032704 213.247
5.92577 0.00032704 213.065
6.22169 0.00032704 212.811
6.5324 0.00032704 212.515
6.85862 0.00032704 212.203
7.20113 0.00032704 211.891
7.56075 0.00032704 211.585
7.93832 0.00032704 211.319
8.33475 0.00032704 211.141
8.75098 0.00032704 211.118
9.188 0.00032704 211.33
9.64683 0.00032704 211.775
10.1286 0.00032704 212.296
10.6344 0.00032704 212.706
11.1655 0.00032704 212.864
11.7231 0.00032704 212.752
12.3085 0.00032704 212.485
12.9232 0.00032704 212.029
13.5685 0.00032704 211.713
14.2461 0.00032704 211.67
14.9576 0.00032704 211.813
15.7045 0.00032704 212.034
16.4888 0.00032704 212.299
17.3122 0.00032704 212.314
18.1768 0.00032704 212.162
19.0845 0.00032704 212.052
20.0376 0.00032704 211.929
21.0382 0.00032704 211.943
22.0889 0.00032704 212.07
23.1919 0.00032704 212.243
24.3501 0.00032704 212.199
25.5661 0.00032704 212.014
26.8429 0.00032704 211.978
28.1834 0.00032704 212.061
29.5908 0.00032704 212.104
31.0686 0.00032704 212.153
32.6201 0.00032704 212.048
34.2491 0.00032704 212.079
35.9595 0.00032704 211.975
37.7553 0.00032704 212.13
39.6407 0.00032704 212.091
41.6203 0.00032704 211.95
43.6988 0.00032704 212.167
45.8811 0.00032704 212.031
48.1723 0.00032704 212.093
50.578 0.00032704 212.094
53.1038 0.00032704 212.035
55.7557 0.00032704 212.088
58.5401 0.00032704 212.055
61.4635 0.00032704 212.073
64.533 0.00032704 212.056
67.7557 0.00032704 212.072
71.1393 0.00032704 212.109
74.6919 0.00032704 212.001
78.422 0.00032704 212.082
82.3383 0.00032704 212.063
86.4502 0.00032704 212.061
90.7674 0.00032704 212.09
95.3002 0.00032704 212.118
100 0.00032704 212.098
0.01 0.000341381 215.747
0.0105056 0.000341381 215.746
0.0110303 0.000341381 215.746
0.0115811 0.000341381 215.746
0.0121594 0.000341381 215.746
0.0127667 0.000341381 215.746
0.0134042 0.000341381 215.746
0.0140736 0.000341381 215.746
0.0147764 0.000341381 215.745
0.0155144 0.000341381 215.745
0.0162891 0.000341381 215.745
0.0171026 0.000341381 215.745
0.0179567 0.000341381 215.744
0.0188534 0.000341381 215.744
0.0197949 0.000341381 215.744
0.0207835 0.000341381 215.743
0.0218214 0.000341381 215.743
0.0229111 0.000341381 215.743
0.0240553 0.000341381 215.742
0.0252566 0.000341381 215.741
0.0265178 0.000341381 215.741
0.0278421 0.000341381 215.74
0.0292325 0.000341381 215.739
0.0306924 0.000341381 215.739
0.0322251 0.000341381 215.738
0.0338344 0.000341381 215.737
0.035524 0.000341381 215.736
0.0372981 0.000341381 215.734
0.0391607 0.000341381 215.733
0.0411163 0.000341381 215.731
0.0431696 0.000341381 215.73
0.0453255 0.000341381 215.728
0.047589 0.000341381 215.726
0.0499655 0.000341381 215.724
0.0524608 0.000341381 215.721
0.0550806 0.000341381 215.719
0.0578312 0.000341381 215.716
0.0607193 0.000341381 215.713
0.0637515 0.000341381 215.709
0.0669352 0.000341381 215.705
0.0702779 0.000341381 215.701
0.0737875 0.000341381 215.696
0.0774723 0.000341381 215.691
0.0813412 0.000341381 215.685
0.0854033 0.000341381 215.679
0.0896683 0.000341381 215.672
0.0941462 0.000341381 215.664
0.0988478 0.000341381 215.656
0.103784 0.000341381 215.646
0.108967 0.000341381 215.636
0.114409 0.000341381 215.625
0.120122 0.000341381 215.612
0.126121 0.000341381 215.599
0.132419 0.000341381 215.584
0.139032 0.000341381 215.567
0.145975 0.000341381 215.549
0.153265 0.000341381 215.53
0.160919 0.000341381 215.508
0.168955 0.000341381 215.484
0.177392 0.000341381 215.458
0.186251 0.000341381 215.43
0.195552 0.000341381 215.398
0.205318 0.000341381 215.364
0.215571 0.000341381 215.327
0.226337 0.000341381 215.286
0.23764 0.000341381 215.242
0.249507 0.000341381 215.193
0.261967 0.000341381 215.141
0.27505 0.000341381 215.083
0.288785 0.000341381 215.021
0.303207 0.000341381 214.954
0.318349 0.000341381 214.881
0.334247 0.000341381 214.803
0.350939 0.000341381 214.718
0.368464 0.000341381 214.628
0.386865 0.000341381 214.53
0.406185 0.000341381 214.427
0.426469 0.000341381 214.316
0.447766 0.000341381 214.199
0.470127 0.000341381 214.075
0.493605 0.000341381 213.944
0.518255 0.000341381 213.808
0.544136 0.000341381 213.666
0.57131 0.000341381 213.519
0.59984 0.000341381 213.368
0.629796 0.000341381 213.213
0.661247 0.000341381 213.057
0.694269 0.000341381 212.9
0.72894 0.000341381 212.744
0.765342 0.000341381 212.59
0.803563 0.000341381 212.441
0.843692 0.000341381 212.297
0.885825 0.000341381 212.161
0.930062 0.000341381 212.034
0.976508 0.000341381 211.915
1.02527 0.000341381 211.807
1.07647 0.000341381 211.709
1.13023 0.000341381 211.62
1.18668 0.000341381 211.537
1.24594 0.000341381 211.46
1.30816 0.000341381 211.384
1.37349 0.000341381 211.305
1.44208 0.000341381 211.222
1.51409 0.000341381 211.13
1.5897 0.000341381 211.026
1.66909 0.000341381 210.912
1.75244 0.000341381 210.788
1.83996 0.000341381 210.659
1.93184 0.000341381 210.531
2.02832 0.000341381 210.417
2.12961 0.000341381 210.325
2.23596 0.000341381 210.269
2.34762 0.000341381 210.257
2.46486 0.000341381 210.296
2.58795 0.000341381 210.388
2.71719 0.000341381 210.532
2.85289 0.000341381 210.723
2.99535 0.000341381 210.953
3.14494 0.000341381 211.21
3.30199 0.000341381 211.478
3.46689 0.000341381 211.742
3.64003 0.000341381 211.988
3.8218 0.000341381 212.207
4.01266 0.000341381 212.402
4.21305 0.000341381 212.583
4.42344 0.000341381 212.762
4.64435 0.000341381 212.943
4.87628 0.000341381 213.109
5.11979 0.000341381 213.22
5.37547 0.000341381 213.24
5.64392 0.000341381 213.15
5.92577 0.000341381 212.961
6.22169 0.000341381 212.696
6.5324 0.000341381 212.389
6.85862 0.000341381 212.066
7.20113 0.000341381 211.744
7.56075 0.000341381 211.429
7.93832 0.000341381 211.153
8.33475 0.000341381 210.968
8.75098 0.000341381 210.941
9.188 0.000341381 211.159
9.64683 0.000341381 211.619
10.1286 0.000341381 212.16
10.6344 0.000341381 212.586
11.1655 0.000341381 212.749
11.7231 0.000341381 212.633
12.3085 0.000341381 212.357
12.9232 0.000341381 211.885
13.5685 0.000341381 211.558
14.2461 0.000341381 211.512
14.9576 0.000341381 211.66
15.7045 0.000341381 211.888
16.4888 0.000341381 212.163
17.3122 0.000341381 212.179
18.1768 0.000341381 212.022
19.0845 0.000341381 211.907
20.0376 0.000341381 211.78
21.0382 0.000341381 211.794
22.0889 0.000341381 211.926
23.1919 0.000341381 212.105
24.3501 0.000341381 212.059
25.5661 0.000341381 211.868
26.8429 0.000341381 211.831
28.1834 0.000341381 211.917
29.5908 0.000341381 211.961
31.0686 0.000341381 212.011
32.6201 0.000341381 211.903
34.2491 0.000341381 211.935
35.9595 0.000341381 211.827
37.7553 0.000341381 211.987
39.6407 0.000341381 211.947
41.6203 0.000341381 211.802
43.6988 0.000341381 212.026
45.8811 0.000341381 211.886
48.1723 0.000341381 211.949
50.578 0.000341381 211.951
53.1038 0.000341381 211.89
55.7557 0.000341381 211.945
58.5401 0.000341381 211.91
61.4635 0.000341381 211.928
64.533 0.000341381 211.911
67.7557 0.000341381 211.928
71.1393 0.000341381 211.965
74.6919 0.000341381 211.854
78.422 0.000341381 211.937
82.3383 0.000341381 211.918
86.4502 0.000341381 211.916
90.7674 0.000341381 211.947
95.3002 0.000341381 211.975
100 0.000341381 211.954
0.01 0.000356352 215.747
0.0105056 0.000356352 215.746
0.0110303 0.000356352 215.746
0.0115811 0.000356352 215.746
0.0121594 0.000356352 215.746
0.0127667 0.000356352 215.746
0.0134042 0.000356352 215.746
0.0140736 0.000356352 215.746
0.0147764 0.000356352 215.745
0.0155144 0.000356352 215.745
0.0162891 0.000356352 215.745
0.0171026 0.000356352 215.745
0.0179567 0.000356352 215.744
0.0188534 0.000356352 215.744
0.0197949 0.000356352 215.744
0.0207835 0.000356352 215.743
0.0218214 0.000356352 215.743
0.0229111 0.000356352 215.742
0.0240553 0.000356352 215.742
0.0252566 0.000356352 215.741
0.0265178 0.000356352 215.741
0.0278421 0.000356352 215.74
0.0292325 0.000356352 215.739
0.0306924 0.000356352 215.738
0.0322251 0.000356352 215.737
0.0338344 0.000356352 215.736
0.035524 0.000356352 215.735
0.0372981 0.000356352 215.734
0.0391607 0.000356352 215.732
0.0411163 0.000356352 215.731
0.0431696 0.000356352 215.729
0.0453255 0.000356352 215.727
0.047589 0.000356352 215.725
0.0499655 0.000356352 215.723
0.0524608 0.000356352 215.72
0.0550806 0.000356352 215.717
0.0578312 0.000356352 215.714
0.0607193 0.000356352 215.711
0.0637515 0.000356352 215.707
0.0669352 0.000356352 215.703
0.0702779 0.000356352 215.699
0.0737875 0.000356352 215.694
0.0774723 0.000356352 215.688
0.0813412 0.000356352 215.682
0.0854033 0.000356352 215.676
0.0896683 0.000356352 215.668
0.0941462 0.000356352 215.66
0.0988478 0.000356352 215.652
0.103784 0.000356352 215.642
0.108967 0.000356352 215.631
0.114409 0.000356352 215.619
0.120122 0.000356352 215.606
0.126121 0.000356352 215.592
0.132419 0.000356352 215.577
0.139032 0.000356352 215.56
0.145975 0.000356352 215.541
0.153265 0.000356352 215.52
0.160919 0.000356352 215.497
0.168955 0.000356352 215.473
0.177392 0.000356352 215.445
0.186251 0.000356352 215.416
0.195552 0.000356352 215.383
0.205318 0.000356352 215.348
0.215571 0.000356352 215.309
0.226337 0.000356352 215.266
0.23764 0.000356352 215.22
0.249507 0.000356352 215.169
0.261967 0.000356352 215.114
0.27505 0.000356352 215.055
0.288785 0.000356352 214.99
0.303207 0.000356352 214.92
0.318349 0.000356352 214.844
0.334247 0.000356352 214.762
0.350939 0.000356352 214.674
0.368464 0.000356352 214.58
0.386865 0.000356352 214.478
0.406185 0.000356352 214.37
0.426469 0.000356352 214.255
0.447766 0.000356352 214.133
0.470127 0.000356352 214.004
0.493605 0.000356352 213.869
0.518255 0.000356352 213.727
0.544136 0.000356352 213.579
0.57131 0.000356352 213.426
0.59984 0.000356352 213.269
0.629796 0.000356352 213.109
0.661247 0.000356352 212.947
0.694269 0.000356352 212.784
0.72894 0.000356352 212.623
0.765342 0.000356352 212.464
0.803563 0.000356352 212.31
0.843692 0.000356352 212.162
0.885825 0.000356352 212.022
0.930062 0.000356352 211.891
0.976508 0.000356352 211.771
1.02527 0.000356352 211.66
1.07647 0.000356352 211.561
1.13023 0.000356352 211.47
1.18668 0.000356352 211.387
1.24594 0.000356352 211.309
1.30816 0.000356352 211.233
1.37349 0.000356352 211.154
1.44208 0.000356352 211.07
1.51409 0.000356352 210.976
1.5897 0.000356352 210.87
1.66909 0.000356352 210.752
1.75244 0.000356352 210.624
1.83996 0.000356352 210.49
1.93184 0.000356352 210.357
2.02832 0.000356352 210.236
2.12961 0.000356352 210.139
2.23596 0.000356352 210.077
2.34762 0.000356352 210.062
2.46486 0.000356352 210.1
2.58795 0.000356352 210.193
2.71719 0.000356352 210.34
2.85289 0.000356352 210.536
2.99535 0.000356352 210.772
3.14494 0.000356352 211.037
3.30199 0.000356352 211.315
3.46689 0.000356352 211.588
3.64003 0.000356352 211.841
3.8218 0.000356352 212.069
4.01266 0.000356352 212.271
4.21305 0.000356352 212.459
4.42344 0.000356352 212.645
4.64435 0.000356352 212.834
4.87628 0.000356352 213.007
5.11979 0.000356352 213.124
5.37547 0.000356352 213.144
5.64392 0.000356352 213.051
5.92577 0.000356352 212.853
6.22169 0.000356352 212.578
6.5324 0.000356352 212.259
6.85862 0.000356352 211.925
7.20113 0.000356352 211.594
7.56075 0.000356352 211.268
7.93832 0.000356352 210.983
8.33475 0.000356352 210.789
8.75098 0.000356352 210.758
9.188 0.000356352 210.982
9.64683 0.000356352 211.458
10.1286 0.000356352 212.019
10.6344 0.000356352 212.462
11.1655 0.000356352 212.631
11.7231 0.000356352 212.51
12.3085 0.000356352 212.225
12.9232 0.000356352 211.737
13.5685 0.000356352 211.398
14.2461 0.000356352 211.349
14.9576 0.000356352 211.501
15.7045 0.000356352 211.736
16.4888 0.000356352 212.022
17.3122 0.000356352 212.04
18.1768 0.000356352 211.876
19.0845 0.000356352 211.757
20.0376 0.000356352 211.626
21.0382 0.000356352 211.641
22.0889 0.000356352 211.777
23.1919 0.000356352 211.963
24.3501 0.000356352 211.915
25.5661 0.000356352 211.717
26.8429 0.000356352 211.678
28.1834 0.000356352 211.767
29.5908 0.000356352 211.813
31.0686 0.000356352 211.865
32.6201 0.000356352 211.753
34.2491 0.000356352 211.786
35.9595 0.000356352 211.674
37.7553 0.000356352 211.84
39.6407 0.000356352 211.799
